testId,variant,sex,ageMin,ageMax,minScore,maxScore,percentile,classification
test_burpee,Default,FEMALE,5,12,18,50,90,Superior
test_burpee,Default,MALE,13,19,0,14,40,Needs Improvement
test_burpee,Default,MALE,13,19,15,24,60,Healthy Fitness Zone
test_burpee,Default,MALE,13,19,25,60,90,Superior
test_burpee,Default,FEMALE,13,19,0,12,40,Needs Improvement
test_burpee,Default,FEMALE,13,19,13,22,60,Healthy Fitness Zone
test_burpee,Default,FEMALE,13,19,23,60,90,Superior
test_burpee,Default,MALE,20,40,0,17,40,Needs Improvement
test_burpee,Default,MALE,20,40,18,29,60,Healthy Fitness Zone
test_burpee,Default,MALE,20,40,30,70,90,Superior
test_burpee,Default,FEMALE,20,40,0,14,40,Needs Improvement
test_burpee,Default,FEMALE,20,40,15,26,60,Healthy Fitness Zone
test_burpee,Default,FEMALE,20,40,27,70,90,Superior
test_burpee,Default,MALE,41,62,0,14,40,Needs Improvement
test_burpee,Default,MALE,41,62,15,24,60,Healthy Fitness Zone
test_burpee,Default,MALE,41,62,25,60,90,Superior
test_burpee,Default,FEMALE,41,62,0,11,40,Needs Improvement
test_burpee,Default,FEMALE,41,62,12,21,60,Healthy Fitness Zone
test_burpee,Default,FEMALE,41,62,22,60,90,Superior
test_burpee,Default,MALE,63,99,0,7,40,Needs Improvement
test_burpee,Default,MALE,63,99,8,14,60,Healthy Fitness Zone
test_burpee,Default,MALE,63,99,15,40,90,Superior
test_burpee,Default,FEMALE,63,99,0,5,40,Needs Improvement
test_burpee,Default,FEMALE,63,99,6,11,60,Healthy Fitness Zone
test_burpee,Default,FEMALE,63,99,12,40,90,Superior
test_single_leg_squat,Default,MALE,5,12,0,4,40,Needs Improvement
test_single_leg_squat,Default,MALE,5,12,5,9,60,Healthy Fitness Zone
test_single_leg_squat,Default,MALE,5,12,10,25,90,Superior
test_single_leg_squat,Default,FEMALE,5,12,0,3,40,Needs Improvement
test_single_leg_squat,Default,FEMALE,5,12,4,8,60,Healthy Fitness Zone
test_single_leg_squat,Default,FEMALE,5,12,9,25,90,Superior
test_single_leg_squat,Default,MALE,13,19,0,7,40,Needs Improvement
test_single_leg_squat,Default,MALE,13,19,8,14,60,Healthy Fitness Zone
test_single_leg_squat,Default,MALE,13,19,15,30,90,Superior
test_single_leg_squat,Default,FEMALE,13,19,0,6,40,Needs Improvement
test_single_leg_squat,Default,FEMALE,13,19,7,12,60,Healthy Fitness Zone
test_single_leg_squat,Default,FEMALE,13,19,13,30,90,Superior
test_single_leg_squat,Default,MALE,20,40,0,9,40,Needs Improvement
test_single_leg_squat,Default,MALE,20,40,10,17,60,Healthy Fitness Zone
test_single_leg_squat,Default,MALE,20,40,18,35,90,Superior
test_single_leg_squat,Default,FEMALE,20,40,0,8,40,Needs Improvement
test_single_leg_squat,Default,FEMALE,20,40,9,15,60,Healthy Fitness Zone
test_single_leg_squat,Default,FEMALE,20,40,16,35,90,Superior
test_single_leg_squat,Default,MALE,41,62,0,7,40,Needs Improvement
test_single_leg_squat,Default,MALE,41,62,8,14,60,Healthy Fitness Zone
test_single_leg_squat,Default,MALE,41,62,15,30,90,Superior
test_single_leg_squat,Default,FEMALE,41,62,0,6,40,Needs Improvement
test_single_leg_squat,Default,FEMALE,41,62,7,12,60,Healthy Fitness Zone
test_single_leg_squat,Default,FEMALE,41,62,13,30,90,Superior
test_single_leg_squat,Default,MALE,63,99,0,3,40,Needs Improvement
test_single_leg_squat,Default,MALE,63,99,4,8,60,Healthy Fitness Zone
test_single_leg_squat,Default,MALE,63,99,9,20,90,Superior
test_single_leg_squat,Default,FEMALE,63,99,0,2,40,Needs Improvement
test_single_leg_squat,Default,FEMALE,63,99,3,7,60,Healthy Fitness Zone
test_single_leg_squat,Default,FEMALE,63,99,8,20,90,Superior
test_medicine_ball_throw,Default,MALE,5,12,0,2.9,40,Needs Improvement
test_medicine_ball_throw,Default,MALE,5,12,3,4.9,60,Healthy Fitness Zone
test_medicine_ball_throw,Default,MALE,5,12,5,10,90,Superior
test_medicine_ball_throw,Default,FEMALE,5,12,0,2.4,40,Needs Improvement
test_medicine_ball_throw,Default,FEMALE,5,12,2.5,4.4,60,Healthy Fitness Zone
test_medicine_ball_throw,Default,FEMALE,5,12,4.5,10,90,Superior
test_medicine_ball_throw,Default,MALE,13,19,0,4.9,40,Needs Improvement
test_medicine_ball_throw,Default,MALE,13,19,5,7.4,60,Healthy Fitness Zone
test_medicine_ball_throw,Default,MALE,13,19,7.5,12,90,Superior
test_medicine_ball_throw,Default,FEMALE,13,19,0,3.9,40,Needs Improvement
test_medicine_ball_throw,Default,FEMALE,13,19,4,6.4,60,Healthy Fitness Zone
test_medicine_ball_throw,Default,FEMALE,13,19,6.5,12,90,Superior
test_medicine_ball_throw,Default,MALE,20,40,0,5.9,40,Needs Improvement
test_medicine_ball_throw,Default,MALE,20,40,6,8.9,60,Healthy Fitness Zone
test_medicine_ball_throw,Default,MALE,20,40,9,14,90,Superior
test_medicine_ball_throw,Default,FEMALE,20,40,0,4.9,40,Needs Improvement
test_medicine_ball_throw,Default,FEMALE,20,40,5,7.9,60,Healthy Fitness Zone
test_medicine_ball_throw,Default,FEMALE,20,40,8,14,90,Superior
test_medicine_ball_throw,Default,MALE,41,62,0,4.9,40,Needs Improvement
test_medicine_ball_throw,Default,MALE,41,62,5,7.4,60,Healthy Fitness Zone
test_medicine_ball_throw,Default,MALE,41,62,7.5,12,90,Superior
test_medicine_ball_throw,Default,FEMALE,41,62,0,3.9,40,Needs Improvement
test_medicine_ball_throw,Default,FEMALE,41,62,4,6.4,60,Healthy Fitness Zone
test_medicine_ball_throw,Default,FEMALE,41,62,6.5,12,90,Superior
test_medicine_ball_throw,Default,MALE,63,99,0,3.4,40,Needs Improvement
test_medicine_ball_throw,Default,MALE,63,99,3.5,5.9,60,Healthy Fitness Zone
test_medicine_ball_throw,Default,MALE,63,99,6,10,90,Superior
test_medicine_ball_throw,Default,FEMALE,63,99,0,2.9,40,Needs Improvement
test_medicine_ball_throw,Default,FEMALE,63,99,3,4.9,60,Healthy Fitness Zone
test_medicine_ball_throw,Default,FEMALE,63,99,5,10,90,Superior
test_single_leg_hop,Default,MALE,5,12,0,79,40,Needs Improvement
test_single_leg_hop,Default,MALE,5,12,80,119,60,Healthy Fitness Zone
test_single_leg_hop,Default,MALE,5,12,120,220,90,Superior
test_single_leg_hop,Default,FEMALE,5,12,0,69,40,Needs Improvement
test_single_leg_hop,Default,FEMALE,5,12,70,109,60,Healthy Fitness Zone
test_single_leg_hop,Default,FEMALE,5,12,110,200,90,Superior
test_single_leg_hop,Default,MALE,13,19,0,119,40,Needs Improvement
test_single_leg_hop,Default,MALE,13,19,120,169,60,Healthy Fitness Zone
test_single_leg_hop,Default,MALE,13,19,170,260,90,Superior
test_single_leg_hop,Default,FEMALE,13,19,0,109,40,Needs Improvement
test_single_leg_hop,Default,FEMALE,13,19,110,159,60,Healthy Fitness Zone
test_single_leg_hop,Default,FEMALE,13,19,160,240,90,Superior
test_single_leg_hop,Default,MALE,20,40,0,139,40,Needs Improvement
test_single_leg_hop,Default,MALE,20,40,140,199,60,Healthy Fitness Zone
test_single_leg_hop,Default,MALE,20,40,200,300,90,Superior
test_single_leg_hop,Default,FEMALE,20,40,0,129,40,Needs Improvement
test_single_leg_hop,Default,FEMALE,20,40,130,179,60,Healthy Fitness Zone
test_single_leg_hop,Default,FEMALE,20,40,180,280,90,Superior
test_single_leg_hop,Default,MALE,41,62,0,119,40,Needs Improvement
test_single_leg_hop,Default,MALE,41,62,120,169,60,Healthy Fitness Zone
test_single_leg_hop,Default,MALE,41,62,170,260,90,Superior
test_single_leg_hop,Default,FEMALE,41,62,0,109,40,Needs Improvement
test_single_leg_hop,Default,FEMALE,41,62,110,159,60,Healthy Fitness Zone
test_single_leg_hop,Default,FEMALE,41,62,160,240,90,Superior
test_single_leg_hop,Default,MALE,63,99,0,89,40,Needs Improvement
test_single_leg_hop,Default,MALE,63,99,90,139,60,Healthy Fitness Zone
test_single_leg_hop,Default,MALE,63,99,140,220,90,Superior
test_single_leg_hop,Default,FEMALE,63,99,0,79,40,Needs Improvement
test_single_leg_hop,Default,FEMALE,63,99,80,129,60,Healthy Fitness Zone
test_single_leg_hop,Default,FEMALE,63,99,130,200,90,Superior
test_knee_to_wall,Default,MALE,5,12,0,7.9,40,Needs Improvement
test_knee_to_wall,Default,MALE,5,12,8,11.9,60,Healthy Fitness Zone
test_knee_to_wall,Default,MALE,5,12,12,20,90,Superior
test_knee_to_wall,Default,FEMALE,5,12,0,8.9,40,Needs Improvement
test_knee_to_wall,Default,FEMALE,5,12,9,12.9,60,Healthy Fitness Zone
test_knee_to_wall,Default,FEMALE,5,12,13,20,90,Superior
test_knee_to_wall,Default,MALE,13,19,0,8.9,40,Needs Improvement
test_knee_to_wall,Default,MALE,13,19,9,12.9,60,Healthy Fitness Zone
test_knee_to_wall,Default,MALE,13,19,13,20,90,Superior
test_knee_to_wall,Default,FEMALE,13,19,0,9.9,40,Needs Improvement
test_knee_to_wall,Default,FEMALE,13,19,10,13.9,60,Healthy Fitness Zone
test_knee_to_wall,Default,FEMALE,13,19,14,20,90,Superior
test_knee_to_wall,Default,MALE,20,40,0,8.9,40,Needs Improvement
test_knee_to_wall,Default,MALE,20,40,9,12.9,60,Healthy Fitness Zone
test_knee_to_wall,Default,MALE,20,40,13,20,90,Superior
test_knee_to_wall,Default,FEMALE,20,40,0,9.9,40,Needs Improvement
test_knee_to_wall,Default,FEMALE,20,40,10,13.9,60,Healthy Fitness Zone
test_knee_to_wall,Default,FEMALE,20,40,14,20,90,Superior
test_knee_to_wall,Default,MALE,41,62,0,7.9,40,Needs Improvement
test_knee_to_wall,Default,MALE,41,62,8,11.9,60,Healthy Fitness Zone
test_knee_to_wall,Default,MALE,41,62,12,18,90,Superior
test_knee_to_wall,Default,FEMALE,41,62,0,8.9,40,Needs Improvement
test_knee_to_wall,Default,FEMALE,41,62,9,12.9,60,Healthy Fitness Zone
test_knee_to_wall,Default,FEMALE,41,62,13,18,90,Superior
test_knee_to_wall,Default,MALE,63,99,0,6.9,40,Needs Improvement
test_knee_to_wall,Default,MALE,63,99,7,10.9,60,Healthy Fitness Zone
test_knee_to_wall,Default,MALE,63,99,11,17,90,Superior
test_knee_to_wall,Default,FEMALE,63,99,0,7.9,40,Needs Improvement
test_knee_to_wall,Default,FEMALE,63,99,8,11.9,60,Healthy Fitness Zone
test_knee_to_wall,Default,FEMALE,63,99,12,17,90,Superior
test_triple_hop,Default,MALE,5,12,0,239,40,Needs Improvement
test_triple_hop,Default,MALE,5,12,240,359,60,Healthy Fitness Zone
test_triple_hop,Default,MALE,5,12,360,700,90,Superior
test_triple_hop,Default,FEMALE,5,12,0,209,40,Needs Improvement
test_triple_hop,Default,FEMALE,5,12,210,329,60,Healthy Fitness Zone
test_triple_hop,Default,FEMALE,5,12,330,650,90,Superior
test_triple_hop,Default,MALE,13,19,0,359,40,Needs Improvement
test_triple_hop,Default,MALE,13,19,360,499,60,Healthy Fitness Zone
test_triple_hop,Default,MALE,13,19,500,850,90,Superior
test_triple_hop,Default,FEMALE,13,19,0,329,40,Needs Improvement
test_triple_hop,Default,FEMALE,13,19,330,469,60,Healthy Fitness Zone
test_triple_hop,Default,FEMALE,13,19,470,800,90,Superior
test_triple_hop,Default,MALE,20,40,0,449,40,Needs Improvement
test_triple_hop,Default,MALE,20,40,450,599,60,Healthy Fitness Zone
test_triple_hop,Default,MALE,20,40,600,950,90,Superior
test_triple_hop,Default,FEMALE,20,40,0,399,40,Needs Improvement
test_triple_hop,Default,FEMALE,20,40,400,549,60,Healthy Fitness Zone
test_triple_hop,Default,FEMALE,20,40,550,900,90,Superior
test_triple_hop,Default,MALE,41,62,0,359,40,Needs Improvement
test_triple_hop,Default,MALE,41,62,360,499,60,Healthy Fitness Zone
test_triple_hop,Default,MALE,41,62,500,800,90,Superior
test_triple_hop,Default,FEMALE,41,62,0,329,40,Needs Improvement
test_triple_hop,Default,FEMALE,41,62,330,469,60,Healthy Fitness Zone
test_triple_hop,Default,FEMALE,41,62,470,750,90,Superior
test_triple_hop,Default,MALE,63,99,0,269,40,Needs Improvement
test_triple_hop,Default,MALE,63,99,270,399,60,Healthy Fitness Zone
test_triple_hop,Default,MALE,63,99,400,650,90,Superior
test_triple_hop,Default,FEMALE,63,99,0,239,40,Needs Improvement
test_triple_hop,Default,FEMALE,63,99,240,359,60,Healthy Fitness Zone
test_triple_hop,Default,FEMALE,63,99,360,600,90,Superior
test_overhead_ball_throw,Default,MALE,5,12,0,3.9,40,Needs Improvement
test_overhead_ball_throw,Default,MALE,5,12,4,5.9,60,Healthy Fitness Zone
test_overhead_ball_throw,Default,MALE,5,12,6,12,90,Superior
test_overhead_ball_throw,Default,FEMALE,5,12,0,3.4,40,Needs Improvement
test_overhead_ball_throw,Default,FEMALE,5,12,3.5,5.4,60,Healthy Fitness Zone
test_overhead_ball_throw,Default,FEMALE,5,12,5.5,11,90,Superior
test_overhead_ball_throw,Default,MALE,13,19,0,5.9,40,Needs Improvement
test_overhead_ball_throw,Default,MALE,13,19,6,8.9,60,Healthy Fitness Zone
test_overhead_ball_throw,Default,MALE,13,19,9,15,90,Superior
test_overhead_ball_throw,Default,FEMALE,13,19,0,4.9,40,Needs Improvement
test_overhead_ball_throw,Default,FEMALE,13,19,5,7.9,60,Healthy Fitness Zone
test_overhead_ball_throw,Default,FEMALE,13,19,8,14,90,Superior
test_overhead_ball_throw,Default,MALE,20,40,0,6.9,40,Needs Improvement
test_overhead_ball_throw,Default,MALE,20,40,7,9.9,60,Healthy Fitness Zone
test_overhead_ball_throw,Default,MALE,20,40,10,17,90,Superior
test_overhead_ball_throw,Default,FEMALE,20,40,0,5.9,40,Needs Improvement
test_overhead_ball_throw,Default,FEMALE,20,40,6,8.9,60,Healthy Fitness Zone
test_overhead_ball_throw,Default,FEMALE,20,40,9,16,90,Superior
test_overhead_ball_throw,Default,MALE,41,62,0,5.9,40,Needs Improvement
test_overhead_ball_throw,Default,MALE,41,62,6,8.9,60,Healthy Fitness Zone
test_overhead_ball_throw,Default,MALE,41,62,9,15,90,Superior
test_overhead_ball_throw,Default,FEMALE,41,62,0,4.9,40,Needs Improvement
test_overhead_ball_throw,Default,FEMALE,41,62,5,7.9,60,Healthy Fitness Zone
test_overhead_ball_throw,Default,FEMALE,41,62,8,14,90,Superior
test_overhead_ball_throw,Default,MALE,63,99,0,4.4,40,Needs Improvement
test_overhead_ball_throw,Default,MALE,63,99,4.5,6.9,60,Healthy Fitness Zone
test_overhead_ball_throw,Default,MALE,63,99,7,12,90,Superior
test_overhead_ball_throw,Default,FEMALE,63,99,0,3.9,40,Needs Improvement
test_overhead_ball_throw,Default,FEMALE,63,99,4,6.4,60,Healthy Fitness Zone
test_overhead_ball_throw,Default,FEMALE,63,99,6.5,11,90,Superior
test_illinois_agility,Default,MALE,5,12,22,30,40,Needs Improvement
test_illinois_agility,Default,MALE,5,12,18,21.9,60,Healthy Fitness Zone
test_illinois_agility,Default,MALE,5,12,14,17.9,90,Superior
test_illinois_agility,Default,FEMALE,5,12,23,31,40,Needs Improvement
test_illinois_agility,Default,FEMALE,5,12,19,22.9,60,Healthy Fitness Zone
test_illinois_agility,Default,FEMALE,5,12,15,18.9,90,Superior
test_illinois_agility,Default,MALE,13,19,19,30,40,Needs Improvement
test_illinois_agility,Default,MALE,13,19,16.5,18.9,60,Healthy Fitness Zone
test_illinois_agility,Default,MALE,13,19,13.5,16.4,90,Superior
test_illinois_agility,Default,FEMALE,13,19,20,31,40,Needs Improvement
test_illinois_agility,Default,FEMALE,13,19,17.5,19.9,60,Healthy Fitness Zone
test_illinois_agility,Default,FEMALE,13,19,14.5,17.4,90,Superior
test_illinois_agility,Default,MALE,20,40,18,30,40,Needs Improvement
test_illinois_agility,Default,MALE,20,40,15.8,17.9,60,Healthy Fitness Zone
test_illinois_agility,Default,MALE,20,40,13.2,15.7,90,Superior
test_illinois_agility,Default,FEMALE,20,40,19,31,40,Needs Improvement
test_illinois_agility,Default,FEMALE,20,40,16.8,18.9,60,Healthy Fitness Zone
test_illinois_agility,Default,FEMALE,20,40,14.2,16.7,90,Superior
test_illinois_agility,Default,MALE,41,62,19.5,32,40,Needs Improvement
test_illinois_agility,Default,MALE,41,62,17,19.4,60,Healthy Fitness Zone
test_illinois_agility,Default,MALE,41,62,14.5,16.9,90,Superior
test_illinois_agility,Default,FEMALE,41,62,20.5,33,40,Needs Improvement
test_illinois_agility,Default,FEMALE,41,62,18,20.4,60,Healthy Fitness Zone
test_illinois_agility,Default,FEMALE,41,62,15.5,17.9,90,Superior
test_illinois_agility,Default,MALE,63,99,22,35,40,Needs Improvement
test_illinois_agility,Default,MALE,63,99,19,21.9,60,Healthy Fitness Zone
test_illinois_agility,Default,MALE,63,99,16,18.9,90,Superior
test_illinois_agility,Default,FEMALE,63,99,23,36,40,Needs Improvement
test_illinois_agility,Default,FEMALE,63,99,20,22.9,60,Healthy Fitness Zone
test_illinois_agility,Default,FEMALE,63,99,17,19.9,90,Superior
test_t_agility,Default,MALE,5,12,15.5,22,40,Needs Improvement
test_t_agility,Default,MALE,5,12,13.5,15.4,60,Healthy Fitness Zone
test_t_agility,Default,MALE,5,12,10.5,13.4,90,Superior
test_t_agility,Default,FEMALE,5,12,16.5,23,40,Needs Improvement
test_t_agility,Default,FEMALE,5,12,14.5,16.4,60,Healthy Fitness Zone
test_t_agility,Default,FEMALE,5,12,11.5,14.4,90,Superior
test_t_agility,Default,MALE,13,19,13.8,20,40,Needs Improvement
test_t_agility,Default,MALE,13,19,11.8,13.7,60,Healthy Fitness Zone
test_t_agility,Default,MALE,13,19,9.5,11.7,90,Superior
test_t_agility,Default,FEMALE,13,19,14.8,21,40,Needs Improvement
test_t_agility,Default,FEMALE,13,19,12.8,14.7,60,Healthy Fitness Zone
test_t_agility,Default,FEMALE,13,19,10.5,12.7,90,Superior
test_t_agility,Default,MALE,20,40,13.5,19,40,Needs Improvement
test_t_agility,Default,MALE,20,40,11.2,13.4,60,Healthy Fitness Zone
test_t_agility,Default,MALE,20,40,8.9,11.1,90,Superior
test_t_agility,Default,FEMALE,20,40,14.5,20,40,Needs Improvement
test_t_agility,Default,FEMALE,20,40,12.2,14.4,60,Healthy Fitness Zone
test_t_agility,Default,FEMALE,20,40,10,12.1,90,Superior
test_t_agility,Default,MALE,41,62,14.5,21,40,Needs Improvement
test_t_agility,Default,MALE,41,62,12.5,14.4,60,Healthy Fitness Zone
test_t_agility,Default,MALE,41,62,10.5,12.4,90,Superior
test_t_agility,Default,FEMALE,41,62,15.5,22,40,Needs Improvement
test_t_agility,Default,FEMALE,41,62,13.5,15.4,60,Healthy Fitness Zone
test_t_agility,Default,FEMALE,41,62,11.5,13.4,90,Superior
test_t_agility,Default,MALE,63,99,17,24,40,Needs Improvement
test_t_agility,Default,MALE,63,99,14.5,16.9,60,Healthy Fitness Zone
test_t_agility,Default,MALE,63,99,12,14.4,90,Superior
test_t_agility,Default,FEMALE,63,99,18,25,40,Needs Improvement
test_t_agility,Default,FEMALE,63,99,15.5,17.9,60,Healthy Fitness Zone
test_t_agility,Default,FEMALE,63,99,13,15.4,90,Superior
test_5_10_5_shuttle,Default,MALE,5,12,7.5,10,40,Needs Improvement
test_5_10_5_shuttle,Default,MALE,5,12,6.5,7.49,60,Healthy Fitness Zone
test_5_10_5_shuttle,Default,MALE,5,12,5.5,6.49,90,Superior
test_5_10_5_shuttle,Default,FEMALE,5,12,8,10.5,40,Needs Improvement
test_5_10_5_shuttle,Default,FEMALE,5,12,7,7.99,60,Healthy Fitness Zone
test_5_10_5_shuttle,Default,FEMALE,5,12,6,6.99,90,Superior
test_5_10_5_shuttle,Default,MALE,13,19,6.2,9,40,Needs Improvement
test_5_10_5_shuttle,Default,MALE,13,19,5.2,6.19,60,Healthy Fitness Zone
test_5_10_5_shuttle,Default,MALE,13,19,4.2,5.19,90,Superior
test_5_10_5_shuttle,Default,FEMALE,13,19,6.8,9.5,40,Needs Improvement
test_5_10_5_shuttle,Default,FEMALE,13,19,5.8,6.79,60,Healthy Fitness Zone
test_5_10_5_shuttle,Default,FEMALE,13,19,4.8,5.79,90,Superior
test_5_10_5_shuttle,Default,MALE,20,40,6,8.5,40,Needs Improvement
test_5_10_5_shuttle,Default,MALE,20,40,5,5.99,60,Healthy Fitness Zone
test_5_10_5_shuttle,Default,MALE,20,40,4,4.99,90,Superior
test_5_10_5_shuttle,Default,FEMALE,20,40,6.5,9,40,Needs Improvement
test_5_10_5_shuttle,Default,FEMALE,20,40,5.5,6.49,60,Healthy Fitness Zone
test_5_10_5_shuttle,Default,FEMALE,20,40,4.5,5.49,90,Superior
test_5_10_5_shuttle,Default,MALE,41,62,6.8,9.5,40,Needs Improvement
test_5_10_5_shuttle,Default,MALE,41,62,5.8,6.79,60,Healthy Fitness Zone
test_5_10_5_shuttle,Default,MALE,41,62,4.8,5.79,90,Superior
test_5_10_5_shuttle,Default,FEMALE,41,62,7.2,10,40,Needs Improvement
test_5_10_5_shuttle,Default,FEMALE,41,62,6.2,7.19,60,Healthy Fitness Zone
test_5_10_5_shuttle,Default,FEMALE,41,62,5.2,6.19,90,Superior
test_5_10_5_shuttle,Default,MALE,63,99,8,11,40,Needs Improvement
test_5_10_5_shuttle,Default,MALE,63,99,6.8,7.99,60,Healthy Fitness Zone
test_5_10_5_shuttle,Default,MALE,63,99,5.5,6.79,90,Superior
test_5_10_5_shuttle,Default,FEMALE,63,99,8.5,11.5,40,Needs Improvement
test_5_10_5_shuttle,Default,FEMALE,63,99,7.3,8.49,60,Healthy Fitness Zone
test_5_10_5_shuttle,Default,FEMALE,63,99,6,7.29,90,Superior
test_hexagon,Default,MALE,5,12,18,30,40,Needs Improvement
test_hexagon,Default,MALE,5,12,15,17.9,60,Healthy Fitness Zone
test_hexagon,Default,MALE,5,12,11,14.9,90,Superior
test_hexagon,Default,FEMALE,5,12,19,31,40,Needs Improvement
test_hexagon,Default,FEMALE,5,12,16,18.9,60,Healthy Fitness Zone
test_hexagon,Default,FEMALE,5,12,12,15.9,90,Superior
test_hexagon,Default,MALE,13,19,15.5,25,40,Needs Improvement
test_hexagon,Default,MALE,13,19,13,15.4,60,Healthy Fitness Zone
test_hexagon,Default,MALE,13,19,10,12.9,90,Superior
test_hexagon,Default,FEMALE,13,19,16.5,26,40,Needs Improvement
test_hexagon,Default,FEMALE,13,19,14,16.4,60,Healthy Fitness Zone
test_hexagon,Default,FEMALE,13,19,11,13.9,90,Superior
test_hexagon,Default,MALE,20,40,15,24,40,Needs Improvement
test_hexagon,Default,MALE,20,40,12.5,14.9,60,Healthy Fitness Zone
test_hexagon,Default,MALE,20,40,9.5,12.4,90,Superior
test_hexagon,Default,FEMALE,20,40,16,25,40,Needs Improvement
test_hexagon,Default,FEMALE,20,40,13.5,15.9,60,Healthy Fitness Zone
test_hexagon,Default,FEMALE,20,40,10.5,13.4,90,Superior
test_hexagon,Default,MALE,41,62,16.5,27,40,Needs Improvement
test_hexagon,Default,MALE,41,62,14,16.4,60,Healthy Fitness Zone
test_hexagon,Default,MALE,41,62,11,13.9,90,Superior
test_hexagon,Default,FEMALE,41,62,17.5,28,40,Needs Improvement
test_hexagon,Default,FEMALE,41,62,15,17.4,60,Healthy Fitness Zone
test_hexagon,Default,FEMALE,41,62,12,14.9,90,Superior
test_hexagon,Default,MALE,63,99,19,32,40,Needs Improvement
test_hexagon,Default,MALE,63,99,16,18.9,60,Healthy Fitness Zone
test_hexagon,Default,MALE,63,99,13,15.9,90,Superior
test_hexagon,Default,FEMALE,63,99,20,33,40,Needs Improvement
test_hexagon,Default,FEMALE,63,99,17,19.9,60,Healthy Fitness Zone
test_hexagon,Default,FEMALE,63,99,14,16.9,90,Superior
test_semo_agility,Default,MALE,5,12,16,28,40,Needs Improvement
test_semo_agility,Default,MALE,5,12,13.5,15.9,60,Healthy Fitness Zone
test_semo_agility,Default,MALE,5,12,10.5,13.4,90,Superior
test_semo_agility,Default,FEMALE,5,12,17,29,40,Needs Improvement
test_semo_agility,Default,FEMALE,5,12,14.5,16.9,60,Healthy Fitness Zone
test_semo_agility,Default,FEMALE,5,12,11.5,14.4,90,Superior
test_semo_agility,Default,MALE,13,19,14.5,24,40,Needs Improvement
test_semo_agility,Default,MALE,13,19,12.5,14.4,60,Healthy Fitness Zone
test_semo_agility,Default,MALE,13,19,9.5,12.4,90,Superior
test_semo_agility,Default,FEMALE,13,19,15.5,25,40,Needs Improvement
test_semo_agility,Default,FEMALE,13,19,13.5,15.4,60,Healthy Fitness Zone
test_semo_agility,Default,FEMALE,13,19,10.5,13.4,90,Superior
test_semo_agility,Default,MALE,20,40,13.5,23,40,Needs Improvement
test_semo_agility,Default,MALE,20,40,11.5,13.4,60,Healthy Fitness Zone
test_semo_agility,Default,MALE,20,40,9,11.4,90,Superior
test_semo_agility,Default,FEMALE,20,40,14.5,24,40,Needs Improvement
test_semo_agility,Default,FEMALE,20,40,12.5,14.4,60,Healthy Fitness Zone
test_semo_agility,Default,FEMALE,20,40,10,12.4,90,Superior
test_semo_agility,Default,MALE,41,62,15,25,40,Needs Improvement
test_semo_agility,Default,MALE,41,62,13,14.9,60,Healthy Fitness Zone
test_semo_agility,Default,MALE,41,62,10.5,12.9,90,Superior
test_semo_agility,Default,FEMALE,41,62,16,26,40,Needs Improvement
test_semo_agility,Default,FEMALE,41,62,14,15.9,60,Healthy Fitness Zone
test_semo_agility,Default,FEMALE,41,62,11.5,13.9,90,Superior
test_semo_agility,Default,MALE,63,99,17.5,30,40,Needs Improvement
test_semo_agility,Default,MALE,63,99,15,17.4,60,Healthy Fitness Zone
test_semo_agility,Default,MALE,63,99,12.5,14.9,90,Superior
test_semo_agility,Default,FEMALE,63,99,18.5,31,40,Needs Improvement
test_semo_agility,Default,FEMALE,63,99,16,18.4,60,Healthy Fitness Zone
test_semo_agility,Default,FEMALE,63,99,13.5,15.9,90,Superior
test_butterfly_stretch,Default,MALE,5,12,15,30,40,Needs Improvement
test_butterfly_stretch,Default,MALE,5,12,8,14.9,60,Healthy Fitness Zone
test_butterfly_stretch,Default,MALE,5,12,0,7.9,90,Superior
test_butterfly_stretch,Default,FEMALE,5,12,13,28,40,Needs Improvement
test_butterfly_stretch,Default,FEMALE,5,12,7,12.9,60,Healthy Fitness Zone
test_butterfly_stretch,Default,FEMALE,5,12,0,6.9,90,Superior
test_butterfly_stretch,Default,MALE,13,19,13,28,40,Needs Improvement
test_butterfly_stretch,Default,MALE,13,19,7,12.9,60,Healthy Fitness Zone
test_butterfly_stretch,Default,MALE,13,19,0,6.9,90,Superior
test_butterfly_stretch,Default,FEMALE,13,19,11,26,40,Needs Improvement
test_butterfly_stretch,Default,FEMALE,13,19,6,10.9,60,Healthy Fitness Zone
test_butterfly_stretch,Default,FEMALE,13,19,0,5.9,90,Superior
test_butterfly_stretch,Default,MALE,20,40,14,30,40,Needs Improvement
test_butterfly_stretch,Default,MALE,20,40,8,13.9,60,Healthy Fitness Zone
test_butterfly_stretch,Default,MALE,20,40,0,7.9,90,Superior
test_butterfly_stretch,Default,FEMALE,20,40,12,28,40,Needs Improvement
test_butterfly_stretch,Default,FEMALE,20,40,6,11.9,60,Healthy Fitness Zone
test_butterfly_stretch,Default,FEMALE,20,40,0,5.9,90,Superior
test_butterfly_stretch,Default,MALE,41,62,16,32,40,Needs Improvement
test_butterfly_stretch,Default,MALE,41,62,9,15.9,60,Healthy Fitness Zone
test_butterfly_stretch,Default,MALE,41,62,0,8.9,90,Superior
test_butterfly_stretch,Default,FEMALE,41,62,14,30,40,Needs Improvement
